State,County,Year,Month,tmax,tmin,prcp_monttl
California,San Luis Obispo,2002,6,,,14.12
California,San Luis Obispo,2002,10,,,14.08
California,San Luis Obispo,2002,7,,5.34,
California,San Luis Obispo,2002,1,,7.87,
California,San Luis Obispo,2002,8,,,8.55
California,San Luis Obispo,2002,2,13.32,,
California,San Mateo,2002,9,,,8.53
California,San Mateo,2002,11,,16.51,
California,San Mateo,2002,1,,-2.59,
California,San Mateo,2002,8,22.55,,
California,San Mateo,2002,3,,10.95,
California,San Mateo,2002,2,,21.45,
California,San Mateo,2002,4,27.9,,
California,San Mateo,2002,10,,,17.1
California,San Mateo,2002,5,,,7.72
California,San Mateo,2002,6,37.62,,
California,San Mateo,2002,7,11.09,,
California,San Mateo,2002,12,,-1.63,
California,Santa Barbara,2002,8,,9.81,
California,Santa Barbara,2002,12,,,2.12
California,Santa Barbara,2002,5,,,14.8
California,Santa Barbara,2002,6,26.27,,
California,Santa Barbara,2002,7,,1.43,
California,Santa Barbara,2002,2,,13.59,
California,Santa Barbara,2002,4,,12.76,
California,Santa Barbara,2002,10,,12.99,
California,Santa Barbara,2002,11,,,12.98
California,Santa Barbara,2002,3,,18.3,
California,Santa Barbara,2002,1,,,13.07
California,Santa Barbara,2002,9,39.74,,
California,Santa Clara,2002,10,33.43,,
California,Santa Clara,2002,11,39.42,,
California,Santa Clara,2002,7,,9.68,
California,Santa Clara,2002,5,41.09,,
California,Santa Clara,2002,9,23.83,,
California,Santa Clara,2002,12,,,9.98
California,Santa Clara,2002,1,,14.58,
California,Santa Clara,2002,2,,1.62,
California,Santa Clara,2002,8,42.12,,
California,Santa Clara,2002,6,,0.03,
California,Santa Clara,2002,3,,,2.96
California,Santa Clara,2002,4,11.69,,
California,Santa Cruz,2002,3,,22.71,
California,Santa Cruz,2002,8,,24.84,
California,Santa Cruz,2002,9,10.31,,
California,Santa Cruz,2002,1,21.36,,
California,Santa Cruz,2002,10,,,11.66
California,Santa Cruz,2002,11,44.8,,
California,Santa Cruz,2002,2,,,1.42
California,Santa Cruz,2002,12,,1.38,
California,Santa Cruz,2002,6,17.87,,
California,Santa Cruz,2002,7,44.97,,
California,Santa Cruz,2002,5,,6.5,
California,Santa Cruz,2002,4,,16.25,
California,Shasta,2002,3,42.65,,
California,Shasta,2002,11,,8.15,
California,Shasta,2002,7,10.18,,
California,Shasta,2002,9,,,17.12
California,Shasta,2002,6,,,1.64
California,Shasta,2002,1,,22.17,
California,Shasta,2002,12,,,3.72
California,Shasta,2002,8,,,19.82
California,Shasta,2002,4,,,5.0
California,Shasta,2002,5,,11.0,
California,Shasta,2002,2,39.09,,
California,Shasta,2002,10,,,1.93
California,Sierra,2002,9,12.22,,
California,Sierra,2002,1,,,19.36
California,Sierra,2002,3,35.21,,
California,Sierra,2002,5,43.93,,
California,Sierra,2002,10,20.35,,
California,Sierra,2002,8,,22.38,
California,Sierra,2002,7,41.56,,
California,Sierra,2002,4,,,5.02
California,Sierra,2002,12,30.38,,
California,Sierra,2002,11,,-2.03,
California,Sierra,2002,6,29.32,,
California,Sierra,2002,2,,24.64,
California,Siskiyou,2002,2,29.57,,
California,Siskiyou,2002,5,,,6.07
California,Siskiyou,2002,9,,,14.04
California,Siskiyou,2002,6,27.25,,
California,Siskiyou,2002,10,30.46,,
California,Siskiyou,2002,4,,,3.28
California,Siskiyou,2002,3,,,15.24
California,Siskiyou,2002,7,27.72,,
California,Siskiyou,2002,11,,18.25,
California,Siskiyou,2002,8,,,4.14
California,Siskiyou,2002,12,,,8.68
California,Siskiyou,2002,1,,19.19,
California,Solano,2002,1,43.8,,
California,Solano,2002,9,,1.32,
California,Solano,2002,2,,-2.08,
California,Solano,2002,8,,2.2,
California,Solano,2002,6,,,15.71
California,Solano,2002,7,,,0.41
California,Solano,2002,4,,,5.48
California,Solano,2002,10,38.87,,
California,Solano,2002,12,,,3.66
California,Solano,2002,5,,4.91,
California,Solano,2002,11,31.1,,
California,Solano,2002,3,,,2.07
California,Sonoma,2002,12,,18.98,
California,Sonoma,2002,9,29.12,,
California,Sonoma,2002,7,,,6.71
California,Sonoma,2002,11,,,0.47
California,Sonoma,2002,6,,5.01,
California,Sonoma,2002,10,26.67,,
California,Sonoma,2002,4,,24.99,
California,Sonoma,2002,3,,3.16,
California,Sonoma,2002,2,28.68,,
California,Sonoma,2002,5,22.0,,
California,Sonoma,2002,1,,,14.27
California,Sonoma,2002,8,,,5.2
California,Stanislaus,2002,11,,,8.04
California,Stanislaus,2002,10,,9.92,
California,Stanislaus,2002,7,,5.77,
California,Stanislaus,2002,4,,6.59,
California,Stanislaus,2002,5,,,11.75
California,Stanislaus,2002,12,,6.65,
California,Stanislaus,2002,1,19.02,,
California,Stanislaus,2002,9,,,4.99
California,Stanislaus,2002,6,,11.9,
California,Stanislaus,2002,2,13.55,,
California,Stanislaus,2002,3,,20.02,
California,Stanislaus,2002,8,14.02,,
California,Sutter,2002,10,42.07,,
California,Sutter,2002,6,,12.75,
California,Sutter,2002,12,24.5,,
California,Sutter,2002,9,25.47,,
California,Sutter,2002,2,,,5.29
California,Sutter,2002,8,,,11.64
California,Sutter,2002,11,10.92,,
California,Sutter,2002,4,,,6.97
California,Sutter,2002,5,39.67,,
California,Sutter,2002,3,,7.03,
California,Sutter,2002,7,,5.78,
California,Sutter,2002,1,,,9.62
California,Tehama,2002,12,,-4.08,
California,Tehama,2002,1,,,12.79
California,Tehama,2002,9,42.68,,
California,Tehama,2002,8,,,12.4
California,Tehama,2002,3,,23.9,
California,Tehama,2002,4,,23.9,
California,Tehama,2002,5,,-2.97,
California,Tehama,2002,7,41.46,,
California,Tehama,2002,2,10.96,,
California,Tehama,2002,10,,,9.38
California,Tehama,2002,6,,,0.87
California,Tehama,2002,11,,,8.62
California,Trinity,2002,7,,8.24,
California,Trinity,2002,5,,,9.21
California,Trinity,2002,2,,,14.87
California,Trinity,2002,3,,8.11,
California,Trinity,2002,11,,,2.34
California,Trinity,2002,10,,,7.2
California,Trinity,2002,4,12.83,,
California,Trinity,2002,12,34.45,,
California,Trinity,2002,9,,8.77,
California,Trinity,2002,1,32.47,,
California,Trinity,2002,6,,-0.38,
California,Trinity,2002,8,,0.14,
California,Tulare,2002,10,,,7.71
California,Tulare,2002,7,,12.75,
California,Tulare,2002,6,,,19.81
California,Tulare,2002,11,,,17.24
California,Tulare,2002,5,,13.61,
California,Tulare,2002,1,,13.3,
California,Tulare,2002,3,33.48,,
California,Tulare,2002,12,,,3.7
California,Tulare,2002,2,,13.87,
California,Tulare,2002,8,,24.25,
California,Tulare,2002,9,,,2.98
California,Tulare,2002,4,,14.81,
California,Tuolumne,2002,9,,,11.85
California,Tuolumne,2002,12,,4.93,
California,Tuolumne,2002,10,19.14,,
California,Tuolumne,2002,2,,17.34,
California,Tuolumne,2002,1,14.28,,
California,Tuolumne,2002,5,,1.51,
California,Tuolumne,2002,7,,,11.08
California,Tuolumne,2002,8,,18.41,
California,Tuolumne,2002,4,,6.58,
California,Tuolumne,2002,6,,-1.76,
California,Tuolumne,2002,11,,,8.17
California,Tuolumne,2002,3,,,11.72
California,Ventura,2002,10,,,11.39
California,Ventura,2002,7,,1.55,
California,Ventura,2002,2,12.93,,
California,Ventura,2002,9,,0.97,
California,Ventura,2002,8,,,14.27
California,Ventura,2002,11,,,14.14
California,Ventura,2002,3,14.05,,
California,Ventura,2002,1,25.31,,
California,Ventura,2002,6,26.68,,
California,Ventura,2002,4,42.21,,
California,Ventura,2002,5,,,9.87
California,Ventura,2002,12,,,6.7
California,Yolo,2002,1,,19.67,
California,Yolo,2002,7,,7.64,
California,Yolo,2002,9,,-0.25,
California,Yolo,2002,11,,,7.26
California,Yolo,2002,8,,,1.21
California,Yolo,2002,2,10.3,,
California,Yolo,2002,5,,21.98,
California,Yolo,2002,3,,,13.97
California,Yolo,2002,12,,,8.12
California,Yolo,2002,10,39.73,,
California,Yolo,2002,6,,22.47,
California,Yolo,2002,4,36.57,,
California,Yuba,2002,12,,19.14,
California,Yuba,2002,10,,,2.39
California,Yuba,2002,8,14.77,,
California,Yuba,2002,3,,-0.74,
California,Yuba,2002,4,,,19.88
California,Yuba,2002,1,19.33,,
California,Yuba,2002,9,,,10.41
California,Yuba,2002,11,,14.28,
California,Yuba,2002,6,,,6.49
California,Yuba,2002,7,38.01,,
California,Yuba,2002,5,,,13.67
California,Yuba,2002,2,,,1.93
California,Alameda,2003,7,14.11,,
California,Alameda,2003,5,34.05,,
California,Alameda,2003,8,,20.75,
California,Alameda,2003,11,,11.76,
California,Alameda,2003,1,,24.07,
California,Alameda,2003,2,,,9.62
California,Alameda,2003,6,,,16.31
California,Alameda,2003,9,38.71,,
California,Alameda,2003,3,,14.0,
California,Alameda,2003,12,,21.01,
California,Alameda,2003,10,,,12.59
California,Alameda,2003,4,,23.07,
California,Alpine,2003,7,28.03,,
California,Alpine,2003,9,,,13.24
California,Alpine,2003,8,,2.85,
California,Alpine,2003,11,,,11.56
California,Alpine,2003,2,,-0.8,
California,Alpine,2003,5,,-0.96,
California,Alpine,2003,10,,,19.09
California,Alpine,2003,6,,-1.12,
California,Alpine,2003,4,42.43,,
California,Alpine,2003,3,,-1.91,
California,Alpine,2003,1,42.99,,
California,Alpine,2003,12,,5.12,
California,Amador,2003,5,17.05,,
California,Amador,2003,2,25.75,,
California,Amador,2003,11,,,12.51
California,Amador,2003,6,,,0.43
California,Amador,2003,8,37.55,,
California,Amador,2003,3,22.23,,
California,Amador,2003,12,30.66,,
California,Amador,2003,10,30.86,,
California,Amador,2003,4,19.69,,
California,Amador,2003,9,,,1.04
California,Amador,2003,1,,,15.12
California,Amador,2003,7,33.16,,
California,Butte,2003,10,,-4.68,
California,Butte,2003,9,,,1.03
California,Butte,2003,4,,-3.24,
California,Butte,2003,12,,,11.0
California,Butte,2003,5,,,12.56
California,Butte,2003,3,12.88,,
California,Butte,2003,7,12.27,,
California,Butte,2003,6,,3.04,
California,Butte,2003,8,,-1.42,
California,Butte,2003,1,,7.17,
California,Butte,2003,11,14.31,,
California,Butte,2003,2,,8.43,
California,Calaveras,2003,2,,,1.08
California,Calaveras,2003,7,,,17.94
California,Calaveras,2003,11,14.03,,
California,Calaveras,2003,4,,-2.71,
California,Calaveras,2003,8,,7.76,
California,Calaveras,2003,10,35.28,,
California,Calaveras,2003,5,,,17.78
California,Calaveras,2003,1,22.41,,
California,Calaveras,2003,12,,8.85,
California,Calaveras,2003,6,,,18.69
California,Calaveras,2003,9,10.73,,
California,Calaveras,2003,3,,7.07,
California,Colusa,2003,1,,16.98,
California,Colusa,2003,10,23.21,,
California,Colusa,2003,3,,8.38,
California,Colusa,2003,7,,,13.56
California,Colusa,2003,11,,24.25,
California,Colusa,2003,8,37.65,,
California,Colusa,2003,2,,4.3,
California,Colusa,2003,4,37.38,,
California,Colusa,2003,6,,,7.38
California,Colusa,2003,12,,,6.56
California,Colusa,2003,9,,21.37,
California,Colusa,2003,5,,0.33,
California,Contra Costa,2003,7,,17.38,
California,Contra Costa,2003,9,,13.13,
California,Contra Costa,2003,12,22.02,,
California,Contra Costa,2003,11,43.16,,
California,Contra Costa,2003,8,24.22,,
California,Contra Costa,2003,1,35.66,,
California,Contra Costa,2003,3,,,13.79
California,Contra Costa,2003,5,,-3.49,
California,Contra Costa,2003,6,,,5.0
California,Contra Costa,2003,2,,,15.62
California,Contra Costa,2003,10,,,7.72
California,Contra Costa,2003,4,,14.43,
California,Del Norte,2003,7,,8.34,
California,Del Norte,2003,6,,4.29,
California,Del Norte,2003,12,,16.75,
California,Del Norte,2003,9,,,1.75
California,Del Norte,2003,10,,,18.87
California,Del Norte,2003,8,,-1.14,
California,Del Norte,2003,1,,,5.22
California,Del Norte,2003,4,,,19.36
California,Del Norte,2003,5,,2.12,
California,Del Norte,2003,3,,,19.29
California,Del Norte,2003,11,14.68,,
California,Del Norte,2003,2,,,13.89
California,El Dorado,2003,8,36.92,,
California,El Dorado,2003,12,14.17,,
California,El Dorado,2003,11,31.71,,
California,El Dorado,2003,1,33.34,,
California,El Dorado,2003,4,40.72,,
California,El Dorado,2003,3,,11.65,
California,El Dorado,2003,10,,,14.64
California,El Dorado,2003,2,,,14.59
California,El Dorado,2003,6,38.0,,
California,El Dorado,2003,9,,,12.39
California,El Dorado,2003,7,36.63,,
California,El Dorado,2003,5,,,9.4
California,Fresno,2003,7,13.31,,
California,Fresno,2003,1,,-2.06,
California,Fresno,2003,11,,,3.35
California,Fresno,2003,3,,,12.86
California,Fresno,2003,2,,,1.04
California,Fresno,2003,8,,,17.62
California,Fresno,2003,4,,14.37,
California,Fresno,2003,5,16.08,,
California,Fresno,2003,9,39.88,,
California,Fresno,2003,10,30.14,,
California,Fresno,2003,12,36.22,,
California,Fresno,2003,6,,10.46,
California,Glenn,2003,7,,9.73,
California,Glenn,2003,10,,10.21,
California,Glenn,2003,4,,23.07,
California,Glenn,2003,12,23.12,,
California,Glenn,2003,9,,,18.95
California,Glenn,2003,2,,3.49,
California,Glenn,2003,6,41.96,,
California,Glenn,2003,3,,2.67,
California,Glenn,2003,8,20.54,,
California,Glenn,2003,1,39.65,,
California,Glenn,2003,11,,-4.95,
California,Glenn,2003,5,,-0.03,
California,Humboldt,2003,10,,15.5,
California,Humboldt,2003,8,15.43,,
California,Humboldt,2003,5,,4.6,
California,Humboldt,2003,4,,,15.47
California,Humboldt,2003,12,28.1,,
California,Humboldt,2003,1,,13.12,
California,Humboldt,2003,7,,,6.38
California,Humboldt,2003,9,42.06,,
California,Humboldt,2003,11,,,8.06
California,Humboldt,2003,6,35.94,,
California,Humboldt,2003,2,,12.23,
California,Humboldt,2003,3,,,17.88
California,Imperial,2003,2,,,19.39
California,Imperial,2003,10,,,17.8
California,Imperial,2003,3,,,7.24
California,Imperial,2003,6,,,3.22
California,Imperial,2003,11,,14.97,
California,Imperial,2003,8,32.53,,
California,Imperial,2003,5,39.19,,
California,Imperial,2003,7,,4.63,
California,Imperial,2003,9,10.37,,
California,Imperial,2003,4,,6.86,
California,Imperial,2003,12,,,7.72
California,Imperial,2003,1,,21.42,
California,Inyo,2003,7,27.52,,
California,Inyo,2003,11,,23.47,
California,Inyo,2003,3,,,6.87
California,Inyo,2003,5,23.09,,
California,Inyo,2003,1,,-2.3,
California,Inyo,2003,12,22.54,,
California,Inyo,2003,2,,20.8,
California,Inyo,2003,10,10.97,,
California,Inyo,2003,6,36.16,,
California,Inyo,2003,8,20.11,,
California,Inyo,2003,9,10.04,,
California,Inyo,2003,4,,17.89,
California,Kern,2003,2,24.32,,
California,Kern,2003,6,13.1,,
California,Kern,2003,9,,12.05,
California,Kern,2003,10,30.63,,
California,Kern,2003,1,16.93,,
California,Kern,2003,5,,,1.33
California,Kern,2003,4,,15.59,
California,Kern,2003,7,24.13,,
California,Kern,2003,8,37.45,,
California,Kern,2003,3,,20.84,
California,Kern,2003,12,,-1.41,
California,Kern,2003,11,38.35,,
California,Kings,2003,3,,,9.94
California,Kings,2003,5,24.82,,
California,Kings,2003,7,,,2.32
California,Kings,2003,8,32.68,,
California,Kings,2003,12,,,3.13
California,Kings,2003,9,,,15.12
California,Kings,2003,1,14.72,,
California,Kings,2003,10,,,19.34
California,Kings,2003,11,,13.41,
California,Kings,2003,6,26.74,,
California,Kings,2003,4,,20.74,
California,Kings,2003,2,28.95,,
California,Lake,2003,7,26.59,,
California,Lake,2003,2,,18.94,
California,Lake,2003,5,,22.27,
California,Lake,2003,8,,19.0,
California,Lake,2003,6,39.32,,
California,Lake,2003,1,,,1.43
California,Lake,2003,12,,6.91,
California,Lake,2003,10,15.32,,
California,Lake,2003,11,30.42,,
California,Lake,2003,4,17.5,,
California,Lake,2003,3,,,8.44
California,Lake,2003,9,,20.89,
California,Lassen,2003,10,,,6.3
California,Lassen,2003,3,37.78,,
California,Lassen,2003,11,17.66,,
California,Lassen,2003,7,15.38,,
California,Lassen,2003,8,,,5.43
California,Lassen,2003,6,35.76,,
California,Lassen,2003,9,,24.32,
California,Lassen,2003,12,,23.34,
California,Lassen,2003,4,,,18.95
California,Lassen,2003,5,34.83,,
California,Lassen,2003,2,,,4.75
California,Lassen,2003,1,,4.35,
California,Los Angeles,2003,1,,,2.34
California,Los Angeles,2003,12,,,3.05
California,Los Angeles,2003,3,32.41,,
California,Los Angeles,2003,7,,20.09,
California,Los Angeles,2003,4,37.07,,
California,Los Angeles,2003,2,,3.56,
California,Los Angeles,2003,8,,-3.09,
California,Los Angeles,2003,5,,,4.9
California,Los Angeles,2003,9,,7.19,
California,Los Angeles,2003,6,,21.74,
California,Los Angeles,2003,11,,,13.37
California,Los Angeles,2003,10,41.41,,
California,Madera,2003,7,33.65,,
California,Madera,2003,2,,-2.95,
California,Madera,2003,10,,,12.08
California,Madera,2003,11,,,17.72
California,Madera,2003,12,,,9.66
California,Madera,2003,5,,,3.62
California,Madera,2003,8,38.69,,
California,Madera,2003,9,,21.72,
California,Madera,2003,1,,,4.39
California,Madera,2003,3,38.84,,
California,Madera,2003,6,,,12.06
California,Madera,2003,4,,,2.03
California,Marin,2003,8,,,0.15
California,Marin,2003,1,,19.13,
California,Marin,2003,12,,,17.41
California,Marin,2003,7,24.36,,
California,Marin,2003,4,20.13,,
California,Marin,2003,10,,5.69,
California,Marin,2003,6,,,18.59
California,Marin,2003,3,42.23,,
California,Marin,2003,2,21.26,,
California,Marin,2003,5,,23.05,
California,Marin,2003,11,,-3.6,
California,Marin,2003,9,,22.11,
California,Mariposa,2003,12,,,2.74
California,Mariposa,2003,7,,17.96,
California,Mariposa,2003,4,,,19.67
California,Mariposa,2003,6,,24.7,
California,Mariposa,2003,8,,,16.72
California,Mariposa,2003,1,,,17.85
California,Mariposa,2003,10,,,3.15
California,Mariposa,2003,5,,,2.89
California,Mariposa,2003,3,,1.83,
California,Mariposa,2003,2,,9.79,
California,Mariposa,2003,9,,,19.5
California,Mariposa,2003,11,,,16.41
California,Mendocino,2003,10,,,3.65
California,Mendocino,2003,11,,,9.75
California,Mendocino,2003,5,,,14.41
California,Mendocino,2003,8,,,4.62
California,Mendocino,2003,6,,1.36,
California,Mendocino,2003,12,24.42,,
California,Mendocino,2003,3,,,9.39
California,Mendocino,2003,4,17.18,,
California,Mendocino,2003,2,24.74,,
California,Mendocino,2003,7,27.88,,
California,Mendocino,2003,1,,0.63,
California,Mendocino,2003,9,29.29,,
California,Merced,2003,1,,,15.72
California,Merced,2003,6,,,5.32
California,Merced,2003,10,,1.85,
California,Merced,2003,11,,,19.9
California,Merced,2003,3,,6.04,
California,Merced,2003,12,,,17.22
California,Merced,2003,4,,16.65,
California,Merced,2003,9,,17.65,
California,Merced,2003,5,34.25,,
California,Merced,2003,2,,22.79,
California,Merced,2003,7,,9.9,
California,Merced,2003,8,,,14.91
California,Modoc,2003,12,17.01,,
California,Modoc,2003,5,,,11.51
California,Modoc,2003,7,,,16.8
California,Modoc,2003,10,,,2.56
California,Modoc,2003,9,,,3.78
California,Modoc,2003,6,,,16.22
California,Modoc,2003,11,,,19.36
California,Modoc,2003,4,,3.74,
California,Modoc,2003,2,41.34,,
California,Modoc,2003,3,,8.7,
California,Modoc,2003,8,20.59,,
California,Modoc,2003,1,,,4.43
California,Mono,2003,7,,,5.17
California,Mono,2003,5,,,4.22
California,Mono,2003,4,,,0.8
California,Mono,2003,6,21.71,,
California,Mono,2003,12,,,0.99
California,Mono,2003,9,,,17.37
California,Mono,2003,3,,,19.32
California,Mono,2003,10,,22.03,
California,Mono,2003,11,,-2.0,
California,Mono,2003,1,,,14.71
California,Mono,2003,8,24.1,,
California,Mono,2003,2,,,14.22
California,Monterey,2003,3,,21.88,
California,Monterey,2003,10,,,11.47
California,Monterey,2003,5,17.73,,
California,Monterey,2003,6,39.65,,
California,Monterey,2003,9,,1.18,
California,Monterey,2003,7,41.11,,
California,Monterey,2003,11,,20.23,
California,Monterey,2003,1,,20.3,
California,Monterey,2003,4,,,11.19
California,Monterey,2003,12,26.31,,
California,Monterey,2003,2,26.96,,
California,Monterey,2003,8,,,13.8
California,Napa,2003,11,10.28,,
California,Napa,2003,8,,,15.71
California,Napa,2003,12,,,9.15
California,Napa,2003,2,,10.75,
California,Napa,2003,7,23.83,,
California,Napa,2003,3,,,12.37
California,Napa,2003,9,,0.81,
California,Napa,2003,1,16.41,,
California,Napa,2003,4,14.63,,
California,Napa,2003,5,,,16.97
California,Napa,2003,10,,-2.5,
California,Napa,2003,6,33.47,,
California,Nevada,2003,2,,,3.29
California,Nevada,2003,9,,6.81,
California,Nevada,2003,6,,14.44,
California,Nevada,2003,12,,8.32,
California,Nevada,2003,10,,,11.93
California,Nevada,2003,3,,12.09,
California,Nevada,2003,1,,,0.73
California,Nevada,2003,5,,4.6,
California,Nevada,2003,8,,5.38,
California,Nevada,2003,11,,21.24,
California,Nevada,2003,4,,,15.73
California,Nevada,2003,7,,,8.08
California,Orange,2003,10,14.31,,
California,Orange,2003,2,,,9.61
California,Orange,2003,9,,1.53,
California,Orange,2003,12,,,6.74
California,Orange,2003,5,,24.77,
California,Orange,2003,1,,1.35,
California,Orange,2003,8,,,11.58
California,Orange,2003,4,,0.89,
California,Orange,2003,6,,,0.52
California,Orange,2003,11,,,17.99
California,Orange,2003,7,,21.72,
California,Orange,2003,3,41.92,,
California,Placer,2003,8,,6.45,
California,Placer,2003,9,13.66,,
California,Placer,2003,6,41.8,,
California,Placer,2003,2,35.42,,
California,Placer,2003,3,,,8.35
California,Placer,2003,10,,-3.11,
California,Placer,2003,12,31.3,,
California,Placer,2003,5,27.71,,
California,Placer,2003,1,,,2.88
California,Placer,2003,11,20.73,,
California,Placer,2003,7,,2.07,
California,Placer,2003,4,25.8,,
California,Plumas,2003,10,,,12.59
California,Plumas,2003,4,,-3.13,
California,Plumas,2003,2,,,2.65
California,Plumas,2003,12,14.21,,
California,Plumas,2003,7,36.97,,
California,Plumas,2003,5,14.85,,
California,Plumas,2003,1,,0.49,
California,Plumas,2003,6,17.65,,
California,Plumas,2003,11,,,13.5
California,Plumas,2003,9,35.79,,
California,Plumas,2003,3,29.48,,
California,Plumas,2003,8,,1.93,
California,Riverside,2003,10,15.69,,
California,Riverside,2003,5,27.37,,
California,Riverside,2003,4,17.8,,
California,Riverside,2003,11,,,3.74
California,Riverside,2003,7,,,10.23
California,Riverside,2003,12,25.39,,
California,Riverside,2003,1,39.16,,
California,Riverside,2003,9,,,17.95
California,Riverside,2003,6,10.06,,
California,Riverside,2003,3,10.03,,
California,Riverside,2003,2,,-4.42,
California,Riverside,2003,8,,16.13,
California,Sacramento,2003,10,,21.08,
California,Sacramento,2003,9,20.93,,
California,Sacramento,2003,1,,,17.69
California,Sacramento,2003,6,,24.25,
California,Sacramento,2003,2,,,8.35
California,Sacramento,2003,11,,1.92,
California,Sacramento,2003,12,30.73,,
California,Sacramento,2003,8,37.44,,
California,Sacramento,2003,4,42.89,,
California,Sacramento,2003,3,,24.52,
California,Sacramento,2003,5,26.74,,
California,Sacramento,2003,7,38.96,,
California,San Benito,2003,7,13.35,,
California,San Benito,2003,1,,15.54,
California,San Benito,2003,6,14.7,,
California,San Benito,2003,10,,16.45,
California,San Benito,2003,11,,9.52,
California,San Benito,2003,5,,-2.28,
California,San Benito,2003,4,,3.69,
California,San Benito,2003,8,,,6.89
California,San Benito,2003,3,10.36,,
California,San Benito,2003,2,,,18.34
California,San Benito,2003,9,33.84,,
California,San Benito,2003,12,,0.6,
California,San Bernardino,2003,8,,,12.73
California,San Bernardino,2003,12,,-3.77,
California,San Bernardino,2003,9,,5.06,
California,San Bernardino,2003,6,44.06,,
California,San Bernardino,2003,3,15.47,,
California,San Bernardino,2003,4,,0.39,
California,San Bernardino,2003,1,,,6.17
California,San Bernardino,2003,2,38.24,,
California,San Bernardino,2003,5,,,15.15
California,San Bernardino,2003,11,,-3.31,
California,San Bernardino,2003,7,40.97,,
California,San Bernardino,2003,10,,,17.43
California,San Diego,2003,6,,,9.41
California,San Diego,2003,12,,,0.31
California,San Diego,2003,11,,2.28,
California,San Diego,2003,4,,1.34,
California,San Diego,2003,7,,,19.64
California,San Diego,2003,2,,14.17,
California,San Diego,2003,5,,2.59,
California,San Diego,2003,8,20.18,,
California,San Diego,2003,9,24.37,,
California,San Diego,2003,1,,,7.37
California,San Diego,2003,10,40.88,,
California,San Diego,2003,3,,,2.92
California,San Francisco,2003,8,,,16.66
California,San Francisco,2003,4,,23.94,
California,San Francisco,2003,5,,,3.86
California,San Francisco,2003,1,,18.16,
California,San Francisco,2003,2,,17.07,
California,San Francisco,2003,6,,,17.6
California,San Francisco,2003,7,,,9.08
California,San Francisco,2003,3,31.41,,
California,San Francisco,2003,9,42.34,,
California,San Francisco,2003,12,,14.01,
California,San Francisco,2003,10,,0.36,
California,San Francisco,2003,11,,21.42,
California,San Joaquin,2003,5,27.38,,
California,San Joaquin,2003,1,,,15.48
California,San Joaquin,2003,7,,,13.23
California,San Joaquin,2003,6,,23.71,
California,San Joaquin,2003,8,,,12.69
California,San Joaquin,2003,3,,24.15,
California,San Joaquin,2003,12,40.74,,
California,San Joaquin,2003,10,,12.77,
California,San Joaquin,2003,11,19.34,,
California,San Joaquin,2003,2,,-2.69,
California,San Joaquin,2003,9,10.58,,
California,San Joaquin,2003,4,,10.58,
California,San Luis Obispo,2003,9,,21.45,
California,San Luis Obispo,2003,7,25.12,,
California,San Luis Obispo,2003,2,,,14.83
California,San Luis Obispo,2003,10,38.11,,
California,San Luis Obispo,2003,12,,,5.06
California,San Luis Obispo,2003,6,,9.87,
California,San Luis Obispo,2003,11,41.67,,
California,San Luis Obispo,2003,4,,,9.7
California,San Luis Obispo,2003,8,26.8,,
California,San Luis Obispo,2003,3,,,2.11
California,San Luis Obispo,2003,1,,-2.14,
California,San Luis Obispo,2003,5,,-1.49,
California,San Mateo,2003,7,,,9.71
California,San Mateo,2003,11,13.07,,
California,San Mateo,2003,6,,1.97,
California,San Mateo,2003,9,,-1.16,
California,San Mateo,2003,2,,-1.38,
California,San Mateo,2003,1,30.0,,
California,San Mateo,2003,4,,,3.89
California,San Mateo,2003,8,,,12.49
California,San Mateo,2003,5,,9.71,
California,San Mateo,2003,3,,7.65,
California,San Mateo,2003,12,15.5,,
California,San Mateo,2003,10,42.43,,
California,Santa Barbara,2003,3,32.29,,
California,Santa Barbara,2003,7,24.19,,
California,Santa Barbara,2003,11,,11.95,
California,Santa Barbara,2003,8,,12.81,
California,Santa Barbara,2003,6,,22.68,
California,Santa Barbara,2003,5,20.09,,
California,Santa Barbara,2003,12,,,19.63
California,Santa Barbara,2003,9,,,1.41
California,Santa Barbara,2003,1,,22.02,
California,Santa Barbara,2003,2,37.93,,
California,Santa Barbara,2003,10,,-0.02,
California,Santa Barbara,2003,4,38.49,,
California,Santa Clara,2003,2,,6.98,
California,Santa Clara,2003,7,18.45,,
California,Santa Clara,2003,9,,,3.03
California,Santa Clara,2003,1,,0.96,
California,Santa Clara,2003,12,,0.84,
California,Santa Clara,2003,5,,3.61,
California,Santa Clara,2003,6,19.49,,
California,Santa Clara,2003,10,23.2,,
California,Santa Clara,2003,4,,,1.08
California,Santa Clara,2003,8,,,14.91
California,Santa Clara,2003,11,,24.3,
California,Santa Clara,2003,3,17.15,,
California,Santa Cruz,2003,11,11.44,,
California,Santa Cruz,2003,1,,,18.41
California,Santa Cruz,2003,12,,16.28,
California,Santa Cruz,2003,6,,,4.85
California,Santa Cruz,2003,10,,,16.23
California,Santa Cruz,2003,5,,20.64,
California,Santa Cruz,2003,2,,6.75,
California,Santa Cruz,2003,7,,3.41,
California,Santa Cruz,2003,8,42.94,,
California,Santa Cruz,2003,4,,,2.45
California,Santa Cruz,2003,9,,18.32,
California,Santa Cruz,2003,3,37.04,,
California,Shasta,2003,6,,-0.01,
